"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","CIS","ALL","1985","48.61"
"BEL","","ALL","1984","21.81"
"MKD","","ALL","1999","27.61"
"ESP","","ALL","1993","24.15"
"ESP","","ALL","1997","23.77"
"AUT","","ALL","1987","18.35"
"ISR","","ALL","2011","5.31"
"TKM","","ALL","1997","74.04"
"","CIS","ALL","2001","88.65"
"TKM","","ALL","1995","43.27"
"MDA","","ALL","1983","69.08"
"LVA","","ALL","2015","35.37"
"RUS","","ALL","1998","76.11"
"","CIS","ALL","2007","89.52"
"KAZ","","ALL","1988","82.52"
"PRT","","ALL","1997","50.55"
"BLR","","ALL","2000","67.96"
"","SMALL","ALL","1987","13.02"
"NOR","","ALL","2016","5.27"
"DEU","","ALL","1995","14.94"
"BGR","","ALL","2001","48.8"
"BGR","","ALL","1994","62.72"
"KGZ","","ALL","1999","131.82"
"GRC","","ALL","1985","15.66"
"SWE","","ALL","2000","4.7"
"BGR","","ALL","2002","42.38"
"MDA","","ALL","2011","118.9"
"","EU_AFTER_MAY2004","ALL","2003","50.41"
"SWE","","ALL","2003","4.42"
"","WHO_EURO","ALL","1996","37.42"
"CZE","","ALL","2006","9.17"
"","EU_BEFORE_MAY2004","ALL","1985","17.83"
"","EU_BEFORE_MAY2004","ALL","1983","19.47"
"TUR","","ALL","1981","87.79"
"","EU_AFTER_MAY2004","ALL","2007","38.67"
"TKM","","ALL","2013","58.13"
"TKM","","ALL","2005","66.03"
"SRB","","ALL","2007","39.17"
"ISL","","ALL","1989","7.12"
"FRA","","ALL","2009","7.87"
"","EU_BEFORE_MAY2004","ALL","2002","10.78"
"ISR","","ALL","1986","5.56"
"ISR","","ALL","1989","3.54"
"AUT","","ALL","2004","10.96"
"ARM","","ALL","2011","38.58"
"ISL","","ALL","2004","3.76"
"","WHO_EURO","ALL","1985","35.57"
"ISL","","ALL","1997","3.69"
"","SEEHN","ALL","1982","54.27"
"DNK","","ALL","1985","6.1"
"PRT","","ALL","1995","55.62"
"","EU_MEMBERS","ALL","1991","21.26"
"","WHO_EURO","ALL","2012","33.16"
"","NORDIC","ALL","1983","15.36"
"GBR","","ALL","1980","18.62"
"UKR","","ALL","2010","74.1"
"PRT","","ALL","1996","52.15"
"IRL","","ALL","2015","6.36"
"","CIS","ALL","2008","88.42"
"DNK","","ALL","1988","5.93"
"GBR","","ALL","1981","16.48"
"GRC","","ALL","1996","8.82"
"SWE","","ALL","1995","6.39"
"MDA","","ALL","2010","116.09"
"KGZ","","ALL","1992","57.88"
"KGZ","","ALL","2004","120.51"
"KGZ","","ALL","2008","128.93"
"GEO","","ALL","2003","124.37"
"UKR","","ALL","2005","84.41"
"SWE","","ALL","1988","6.35"
"SVK","","ALL","1983","44.23"
"ITA","","ALL","1993","8.33"
"ITA","","ALL","1997","8.08"
"CZE","","ALL","2001","12.63"
"ESP","","ALL","2005","16.78"
"ESP","","ALL","2009","15.66"
"IRL","","ALL","1988","15.09"
"MDA","","ALL","2005","143"
"IRL","","ALL","1987","16.4"
"GEO","","ALL","1998","140.44"
"ISL","","ALL","1990","7.06"
"","CIS","ALL","1982","53.88"
"LUX","","ALL","1996","9.87"
"AUT","","ALL","2013","7.36"
"","CIS","ALL","1999","86.24"
"RUS","","ALL","1985","45.2"
"","SEEHN","ALL","2014","45.41"
"ROU","","ALL","2008","101.02"
"","EU_MEMBERS","ALL","1983","27.55"
"ROU","","ALL","2005","120.73"
"ARM","","ALL","2008","51.17"
"RUS","","ALL","1983","51.95"
"ROU","","ALL","2007","104.89"
"MDA","","ALL","1992","42.17"
"MDA","","ALL","1987","65.52"
"BGR","","ALL","2007","37.18"
"NOR","","ALL","1984","9.01"
"ISL","","ALL","2011","2.51"
"DEU","","ALL","1997","13.6"
"NLD","","ALL","2016","5.16"
"MCO","","ALL","1983","0"
"","CIS","ALL","2004","95"
"DEU","","ALL","2010","4.96"
"KGZ","","ALL","2002","133.18"
"","CIS","ALL","2006","91.25"
"","CARINFONET","ALL","2003","150.36"
"MDA","","ALL","2013","126.03"
"MNE","","ALL","2005","25.03"
"","EU_BEFORE_MAY2004","ALL","2012","8.23"
"BIH","","ALL","1983","106.94"
"SVK","","ALL","1984","41.97"
"GEO","","ALL","2006","103.57"
"TUR","","ALL","1983","59.9"
"CZE","","ALL","1990","18.69"
"","EU_AFTER_MAY2004","ALL","2005","43.07"
"CZE","","ALL","1999","15.61"
"","EU_AFTER_MAY2004","ALL","2002","50.48"
"","SEEHN","ALL","2003","84.39"
"TKM","","ALL","2008","74.68"
"TKM","","ALL","2010","64.06"
"KAZ","","ALL","2016","69.01"
"IRL","","ALL","2008","9.72"
"LUX","","ALL","1995","7.81"
"BEL","","ALL","1985","19.84"
"MKD","","ALL","2004","31.68"
"CYP","","ALL","2011","6.01"
"ISR","","ALL","1997","7.24"
"RUS","","ALL","1991","34"
"RUS","","ALL","1990","34.24"
"ISR","","ALL","1991","10.21"
"","NORDIC","ALL","2000","7.31"
"HUN","","ALL","1984","41.92"
"FIN","","ALL","2012","4.82"
"MKD","","ALL","2011","16.27"
"KAZ","","ALL","1985","78.72"
"DEU","","ALL","2007","5.66"
"BGR","","ALL","2004","38.88"
"DEU","","ALL","2006","6.24"
"DNK","","ALL","1990","6.81"
"MCO","","ALL","1991","0"
"BIH","","ALL","2015","28.66"
"DEU","","ALL","2009","5.09"
"","EU_AFTER_MAY2004","ALL","2008","36.96"
"UZB","","ALL","2015","54.58"
"SVK","","ALL","1996","27.97"
"KGZ","","ALL","2001","135.05"
"","SEEHN","ALL","1997","66.45"
"LVA","","ALL","1994","44.87"
"KGZ","","ALL","1990","52.87"
"","EU_MEMBERS","ALL","2009","14.68"
"GEO","","ALL","2001","91.33"
"GEO","","ALL","2009","128.93"
"SVK","","ALL","1985","38.53"
"GEO","","ALL","2007","98.26"
"CZE","","ALL","2003","11.06"
"","EU_BEFORE_MAY2004","ALL","1988","15.36"
"CZE","","ALL","1993","18.04"
"CZE","","ALL","1996","19.09"
"ESP","","ALL","2010","14.95"
"CHE","","ALL","2002","8.15"
"ISL","","ALL","1988","6.4"
"LUX","","ALL","1990","12.57"
"IRL","","ALL","2011","8.48"
"ISR","","ALL","1985","8.69"
"","NORDIC","ALL","1997","7.51"
"PRT","","ALL","1993","54.66"
"LUX","","ALL","2007","8.12"
"LUX","","ALL","2003","11.96"
"FRA","","ALL","2011","7.47"
"PRT","","ALL","1990","62.24"
"ISR","","ALL","2015","3.47"
"","CARINFONET","ALL","2009","99.25"
"ARM","","ALL","1997","32.38"
"","SEEHN","ALL","2011","49.8"
"GBR","","ALL","1986","12.07"
"MDA","","ALL","1982","78.01"
"AZE","","ALL","2015","56.54"
"DNK","","ALL","1991","6.48"
"UKR","","ALL","2007","80.98"
"UKR","","ALL","2012","90.26"
"","CIS","ALL","2003","114.52"
"TUR","","ALL","2012","18.81"
"GRC","","ALL","2000","6.44"
"KGZ","","ALL","1998","122.26"
"BGR","","ALL","1999","42.99"
"FRA","","ALL","2014","7.07"
"FIN","","ALL","2010","5.74"
"MDA","","ALL","2012","123.87"
"MNE","","ALL","2009","18.05"
"BIH","","ALL","1989","94.16"
"","EU_MEMBERS","ALL","2006","16.68"
"SVK","","ALL","1990","27.33"
"SVK","","ALL","1987","35.03"
"SVK","","ALL","1994","32.91"
"CZE","","ALL","2002","11.33"
"TUR","","ALL","1982","56.72"
"MCO","","ALL","1999","10"
"SRB","","ALL","2005","43.11"
"TKM","","ALL","2011","53.55"
"TKM","","ALL","2009","61.78"
"MKD","","ALL","2012","16.79"
"","CARINFONET","ALL","1984","60.68"
"FIN","","ALL","2005","6.46"
"","EU_BEFORE_MAY2004","ALL","2001","10.67"
"ISR","","ALL","1992","6.73"
"ESP","","ALL","2015","8.67"
"IRL","","ALL","2001","10.22"
"RUS","","ALL","1984","52.51"
"KGZ","","ALL","2009","110.17"
"KGZ","","ALL","2015","117.96"
"","NORDIC","ALL","1985","14.15"
"","NORDIC","ALL","1991","8.29"
"MNE","","ALL","2012","15.79"
"DNK","","ALL","1989","6.39"
"MDA","","ALL","1991","43.8"
"BGR","","ALL","2005","41.67"
"PRT","","ALL","1994","56.24"
"UKR","","ALL","2011","75.2"
"CHE","","ALL","1981","18.78"
"NLD","","ALL","2014","4.83"
"DEU","","ALL","2001","8.45"
"GRC","","ALL","1995","8.83"
"BGR","","ALL","1996","37.18"
"SWE","","ALL","2005","5.97"
"GRC","","ALL","1992","8.87"
"LVA","","ALL","1995","62.01"
"KGZ","","ALL","2003","263.41"
"SVK","","ALL","1992","32.66"
"UKR","","ALL","2006","88.54"
"MNE","","ALL","2006","26.75"
"LVA","","ALL","1998","90.54"
"","EU_BEFORE_MAY2004","ALL","2006","9.94"
"SVK","","ALL","1991","30.66"
"SVK","","ALL","1993","33.79"
"SVK","","ALL","1988","31.44"
"CZE","","ALL","1998","17.53"
"","EU_AFTER_MAY2004","ALL","2000","49.99"
"ITA","","ALL","1984","6.09"
"TKM","","ALL","2006","65.79"
"BEL","","ALL","2001","12.84"
"MLT","","ALL","2010","7"
"NLD","","ALL","1987","8.37"
"ARM","","ALL","1990","17.6"
"FRA","","ALL","2012","7.41"
"LUX","","ALL","1997","9.03"
"ISR","","ALL","1993","7.96"
"","CIS","ALL","2011","80.04"
"","CIS","ALL","2002","90.71"
"MDA","","ALL","2001","99.35"
"ISR","","ALL","1996","6.49"
"GRC","","ALL","2012","4.67"
"TKM","","ALL","1990","63.58"
"ROU","","ALL","2006","112.56"
"GBR","","ALL","1983","13.88"
"","SMALL","ALL","1984","13.86"
"SVN","","ALL","2012","6.52"
"GBR","","ALL","1988","10.18"
"SWE","","ALL","2011","5.69"
"KGZ","","ALL","1989","49.65"
"HRV","","ALL","2011","14.06"
"TUR","","ALL","2013","17.32"
"","CIS","ALL","2009","91.2"
"KGZ","","ALL","1995","75.71"
"KGZ","","ALL","1991","56.89"
"MCO","","ALL","1980","3.85"
"","CARINFONET","ALL","2007","104.44"
"","CARINFONET","ALL","2005","111.94"
"","CARINFONET","ALL","1994","58.57"
"ITA","","ALL","2003","7.58"
"BIH","","ALL","1986","106.68"
"","EU_MEMBERS","ALL","2007","15.56"
"BIH","","ALL","1980","107.93"
"SVK","","ALL","1989","28.45"
"MKD","","ALL","2002","33.96"
"CZE","","ALL","2014","4.5"
"TUR","","ALL","1980","82.47"
"DNK","","ALL","2014","5.19"
"ITA","","ALL","1985","7.2"
"ITA","","ALL","1987","5.72"
"POL","","ALL","1985","58.19"
"UZB","","ALL","1983","51.23"
"ISL","","ALL","1987","4.88"
"NLD","","ALL","1980","12.02"
"TUR","","ALL","2015","15.95"
"SVN","","ALL","2016","5.72"
"GBR","","ALL","2011","13.38"
"SWE","","ALL","2013","6.35"
"HRV","","ALL","2013","12.01"
"","CARINFONET","ALL","1998","86.81"
"DNK","","ALL","1984","5.91"
"KAZ","","ALL","1983","86.07"
"DNK","","ALL","1986","5.84"
"ISL","","ALL","1998","6.21"
"EST","","ALL","1986","33.89"
"ROU","","ALL","2002","136.51"
"ALB","","ALL","1991","19.26"
"SVN","","ALL","1987","39.81"
"DEU","","ALL","2008","5.04"
"TUR","","ALL","2010","21.71"
"SRB","","ALL","2009","34.57"
"IRL","","ALL","1999","12.16"
"DEU","","ALL","2005","6.91"
"IRL","","ALL","2003","10.25"
"SWE","","ALL","2006","5.4"
"","SEEHN","ALL","1999","70.1"
"SVK","","ALL","1995","28.71"
"KGZ","","ALL","2006","119.55"
"LVA","","ALL","2000","83.72"
"EST","","ALL","2008","29.99"
"","EU_BEFORE_MAY2004","ALL","2013","7.85"
"BEL","","ALL","2013","8.1"
"SWE","","ALL","1986","7.65"
"","NORDIC","ALL","1994","7.79"
"ROU","","ALL","2004","131.82"
"LTU","","ALL","2016","47.26"
"PRT","","ALL","2014","20.85"
"","SEEHN","ALL","2002","76.79"
"CZE","","ALL","1997","17.8"
"RUS","","ALL","1981","52.7"
"RUS","","ALL","1982","51.57"
"MNE","","ALL","2011","17.74"
"HRV","","ALL","1992","45.77"
"","CARINFONET","ALL","1981","71.03"
"","CARINFONET","ALL","1987","62.62"
"","WHO_EURO","ALL","2002","43.02"
"IRL","","ALL","2013","7.75"
"","CARINFONET","ALL","1989","62.26"
"SWE","","ALL","2007","5.03"
"TKM","","ALL","1984","50.9"
"AZE","","ALL","2014","60.11"
"","SEEHN","ALL","2000","71.91"
"SWE","","ALL","2012","6.23"
"","CARINFONET","ALL","1993","49.12"
"ROU","","ALL","2012","75.56"
"","SEEHN","ALL","1980","54.37"
"BGR","","ALL","2013","26.57"
"TUR","","ALL","2011","20.28"
"HRV","","ALL","1982","80.53"
"BIH","","ALL","1982","112.61"
"HRV","","ALL","1983","78.4"
"TUR","","ALL","2008","24.61"
"KGZ","","ALL","1994","61.39"
"MDA","","ALL","1980","69.33"
"ROU","","ALL","1999","116.25"
"AUT","","ALL","1986","18.19"
"ITA","","ALL","2013","5.01"
"MNE","","ALL","2013","19.16"
"MNE","","ALL","2007","23.48"
"BGR","","ALL","1992","36.25"
"EST","","ALL","2005","35.36"
"","EU_BEFORE_MAY2004","ALL","2009","9.15"
"LUX","","ALL","1989","11.92"
"KGZ","","ALL","1982","54.56"
"","SEEHN","ALL","1981","53.44"
"AUT","","ALL","2006","10.34"
"KGZ","","ALL","2000","126.96"
"AUT","","ALL","1989","17.51"
"","CIS","ALL","2005","92"
"","SEEHN","ALL","1998","70.48"
"TUR","","ALL","2009","23.28"
"TKM","","ALL","2002","74.46"
"BEL","","ALL","1996","13.27"
"NLD","","ALL","1982","10.58"
"DEU","","ALL","1990","18.46"
"DEU","","ALL","2004","7.51"
"ITA","","ALL","2005","6.63"
"IRL","","ALL","2002","9.57"
"HRV","","ALL","2012","12.63"
"GBR","","ALL","2012","12.98"
"","CARINFONET","ALL","2004","108.85"
"MKD","","ALL","1993","88.58"
"","SMALL","ALL","1983","15.57"
"KGZ","","ALL","1993","54.54"
"KAZ","","ALL","1980","96.57"
"ROU","","ALL","2000","122.44"
"ARM","","ALL","1998","42.65"
"GBR","","ALL","1987","10.09"
"LVA","","ALL","1997","82.33"
"","EU_BEFORE_MAY2004","ALL","2005","10.07"
"EST","","ALL","1980","41.56"
"LUX","","ALL","1988","4.28"
"ITA","","ALL","2010","7.5"
"KAZ","","ALL","1984","80.51"
"","SEEHN","ALL","2013","45.86"
"SVK","","ALL","2000","18.7"
"ROU","","ALL","2003","136.53"
"SVK","","ALL","1997","24.11"
"UKR","","ALL","1997","56.19"
"BIH","","ALL","1996","63"
"BGR","","ALL","1984","31.87"
"TKM","","ALL","2012","56.87"
"NLD","","ALL","1983","9.9"
"MDA","","ALL","2009","125.39"
"BGR","","ALL","2014","25.34"
"","CARINFONET","ALL","1982","66.92"
"","CARINFONET","ALL","2008","94.52"
"EST","","ALL","2011","22.15"
"IRL","","ALL","1997","11.35"
"","CARINFONET","ALL","1991","52.94"
"IRL","","ALL","2007","10.03"
"","EU_MEMBERS","ALL","1981","29.19"
"KAZ","","ALL","1982","90.52"
"ITA","","ALL","2009","6.79"
"ISL","","ALL","1996","4.09"
"ARM","","ALL","1995","30.67"
"DEU","","ALL","2013","5.2"
"BEL","","ALL","1998","11.79"
"ITA","","ALL","2007","4.64"
"IRL","","ALL","2005","10.24"
"SVK","","ALL","1999","20.39"
"HRV","","ALL","1984","77.72"
"IRL","","ALL","2000","10.19"
"ISL","","ALL","1992","6.13"
"","SMALL","ALL","1982","15.77"
"SWE","","ALL","2002","4.2"
"HRV","","ALL","1995","44.26"
"EST","","ALL","2013","19.95"
"CHE","","ALL","2003","7.79"
"LVA","","ALL","1996","71.67"
"ITA","","ALL","2011","5.76"
"IRL","","ALL","1993","16.74"
"KGZ","","ALL","2005","123.72"
"DNK","","ALL","1983","6.8"
"","EU_BEFORE_MAY2004","ALL","2000","11.57"
"","CARINFONET","ALL","2006","111.69"
"HUN","","ALL","1986","42.54"
"ISR","","ALL","1998","10.99"
"PRT","","ALL","1992","59.55"
"ARM","","ALL","2003","47.89"
"KGZ","","ALL","1997","112.69"
"","CARINFONET","ALL","1999","97.35"
"HRV","","ALL","1981","87.39"
"GEO","","ALL","1996","76.29"
"","EU_MEMBERS","ALL","1982","28.53"
"MNE","","ALL","2016","13.9"
"ITA","","ALL","2004","6.82"
"","CARINFONET","ALL","1996","62.48"
"ISR","","ALL","2000","8.54"
"LVA","","ALL","2001","85.57"
"UKR","","ALL","1998","55.47"
"BIH","","ALL","1984","111.61"
"BEL","","ALL","2012","8.17"
"RUS","","ALL","2015","69.42"
"NLD","","ALL","1985","9.4"
"MKD","","ALL","2013","15.34"
"LVA","","ALL","2003","73.69"
"NLD","","ALL","1995","10.47"
"BIH","","ALL","1990","90.95"
"","CARINFONET","ALL","1988","62.04"
"IRL","","ALL","1998","11.45"
"LVA","","ALL","2004","69.77"
"POL","","ALL","2015","16.22"
"","WHO_EURO","ALL","2011","35.1"
"AUT","","ALL","2015","6.6"
"","CIS","ALL","2016","63.02"
"TUR","","ALL","2005","28.8"
"AUT","","ALL","2007","9.78"
"","EU_MEMBERS","ALL","1980","29.81"
"LVA","","ALL","1991","35.58"
"KAZ","","ALL","1981","92.03"
"TKM","","ALL","2014","48.42"
"CZE","","ALL","2011","5.41"
"AUT","","ALL","2009","7.95"
"BGR","","ALL","2011","29.27"
"BIH","","ALL","1997","75.82"
"ISL","","ALL","1995","4.49"
"SWE","","ALL","1994","6.12"
"","EU_BEFORE_MAY2004","ALL","2003","11.51"
"","EU_AFTER_MAY2004","ALL","2014","26.62"
"BLR","","ALL","2011","49.58"
"TUR","","ALL","2007","26.74"
"TUR","","ALL","2001","26.5"
"IRL","","ALL","2004","10.09"
"ISL","","ALL","2002","2.78"
"ARM","","ALL","1994","22.43"
"GEO","","ALL","1997","186.38"
"LVA","","ALL","2002","78.05"
"MKD","","ALL","1992","83.23"
"PRT","","ALL","1991","60.04"
"NLD","","ALL","2005","6.91"
"NLD","","ALL","2002","8.39"
"BLR","","ALL","1980","61.84"
"","EU_BEFORE_MAY2004","ALL","2010","8.96"
"HRV","","ALL","2002","32.48"
"TJK","","ALL","1985","54.52"
"CHE","","ALL","2015","6.4"
"DEU","","ALL","2011","4.97"
"","SEEHN","ALL","2001","76.03"
"LUX","","ALL","2015","5.29"
"BGR","","ALL","1985","28.52"
"","SEEHN","ALL","1986","50.68"
"HRV","","ALL","1985","76.67"
"BIH","","ALL","1985","109.04"
"BIH","","ALL","1991","78.48"
"NLD","","ALL","1991","8.93"
"SWE","","ALL","1992","7.04"
"MLT","","ALL","2016","11.92"
"SVK","","ALL","1980","49.45"
"CHE","","ALL","2005","6.91"
"ISL","","ALL","1993","4.17"
"DNK","","ALL","1981","7.69"
"ITA","","ALL","2012","5.2"
"","CARINFONET","ALL","1995","52.77"
"FIN","","ALL","2007","5.67"
"IRL","","ALL","2010","8.68"
"TJK","","ALL","1987","56.09"
"GEO","","ALL","2014","79.31"
"TKM","","ALL","1989","60.85"
"","CARINFONET","ALL","1986","61.86"
"NLD","","ALL","1992","9.65"
"AND","","ALL","2015","5.68"
"MDA","","ALL","2016","100.51"
"ISL","","ALL","2016","1.81"
"HRV","","ALL","2009","18.78"
"TUR","","ALL","2002","27.33"
"CZE","","ALL","2012","5.38"
"ITA","","ALL","2006","7.03"
"KGZ","","ALL","2007","117.11"
"MDA","","ALL","2000","80.64"
"MNE","","ALL","2008","20.83"
"ISL","","ALL","1994","6.77"
"NLD","","ALL","1989","8.87"
"MLT","","ALL","2015","7.64"
"BGR","","ALL","1986","28.24"
"GEO","","ALL","1999","107.65"
"ISL","","ALL","1982","10.68"
"FIN","","ALL","2002","8.63"
"KGZ","","ALL","2016","116.44"
"CYP","","ALL","1980","13.57"
"ARM","","ALL","1989","19.63"
"HUN","","ALL","2014","8.08"
"CZE","","ALL","2013","4.48"
"ISR","","ALL","1987","4.21"
"TUR","","ALL","2000","28.07"
"LUX","","ALL","2016","5.03"
"SWE","","ALL","1993","7.07"
"","CARINFONET","ALL","1985","59.84"
"NLD","","ALL","2006","6.13"
"NLD","","ALL","1997","9.52"
"ARM","","ALL","1987","23.2"
"NOR","","ALL","2015","5.49"
"TJK","","ALL","1986","55.44"
"SRB","","ALL","2013","29.39"
"ROU","","ALL","1997","106.02"
"","SMALL","ALL","1980","17.13"
"","SMALL","ALL","1981","15.78"
"ARM","","ALL","1983","22.06"
"TUR","","ALL","1999","34.86"
"MDA","","ALL","2007","135.79"
"MLT","","ALL","2009","10.18"
"SWE","","ALL","1985","8.41"
"FIN","","ALL","2006","5.32"
"GEO","","ALL","2000","99.52"
"TJK","","ALL","1989","50.71"
"","EU_BEFORE_MAY2004","ALL","2011","8.62"
"TJK","","ALL","1984","54.79"
"","CARINFONET","ALL","1980","72.08"
"BGR","","ALL","1989","25.6"
"GRC","","ALL","2016","3.73"
"DNK","","ALL","1982","7.39"
"IRL","","ALL","2006","10.4"
"BIH","","ALL","1988","93.1"
"EST","","ALL","1987","28.73"
"","CARINFONET","ALL","1992","50.67"
"NLD","","ALL","1996","10.8"
"NLD","","ALL","2001","8.77"
"FIN","","ALL","2003","7.58"
"NLD","","ALL","1999","8.84"
"","EU_BEFORE_MAY2004","ALL","2008","9.5"
"ISL","","ALL","1999","3.61"
"ITA","","ALL","2008","6.9"
"LVA","","ALL","2005","62.94"
"BIH","","ALL","1987","103.78"
"FIN","","ALL","2011","5.86"
"TUR","","ALL","2006","28.29"
"SWE","","ALL","1990","6.51"
"HRV","","ALL","1996","48.38"
"DEU","","ALL","2014","5.37"
"TJK","","ALL","1982","62.97"
"NLD","","ALL","1986","8.5"
"BGR","","ALL","1987","26.22"
"","EU_BEFORE_MAY2004","ALL","2004","9.77"
"BGR","","ALL","1981","33.82"
"NLD","","ALL","1994","11.77"
"KGZ","","ALL","1983","51.12"
"ISL","","ALL","1986","5.35"
"KGZ","","ALL","1987","50.38"
"NLD","","ALL","1988","9.09"
"ARM","","ALL","1985","23.77"
"SWE","","ALL","1987","6.49"
"BGR","","ALL","1983","32.35"
"HRV","","ALL","2005","23.64"
"UZB","","ALL","2010","59.11"
"ISR","","ALL","2016","3.05"
"LVA","","ALL","2016","32.78"
"IRL","","ALL","2016","6.22"
"LTU","","ALL","2014","50.77"
"LVA","","ALL","2006","58.15"
"TUR","","ALL","2003","26.8"
"NLD","","ALL","1990","9.16"
"TJK","","ALL","1981","64.8"
"DNK","","ALL","1980","8.39"
"TJK","","ALL","2015","69.49"
"NLD","","ALL","2003","8.07"
"NLD","","ALL","1993","10.38"
"GRC","","ALL","2015","4"
"HRV","","ALL","2001","31.01"
"ISL","","ALL","1983","10.12"
"IRL","","ALL","1995","12.72"
"BGR","","ALL","1982","33.63"
"TUR","","ALL","2004","25.9"
"MDA","","ALL","2004","133.35"
"IRL","","ALL","1996","11.97"
"BGR","","ALL","1991","29.01"
"MDA","","ALL","1998","71.86"
"","EU_MEMBERS","ALL","2008","15.39"
"SWE","","ALL","1991","6.05"
"DNK","","ALL","2011","6.45"
"BLR","","ALL","2012","50.54"
"HRV","","ALL","1997","44.92"
"HRV","","ALL","2004","26.35"
"FIN","","ALL","2004","6.1"
"MDA","","ALL","2006","139.18"
"MDA","","ALL","2008","125.04"
"TUR","","ALL","1997","41.71"
"","EU_BEFORE_MAY2004","ALL","2007","9.21"
"SWE","","ALL","1989","7.01"
"ARM","","ALL","2015","36.12"
"HRV","","ALL","2008","22.1"
"HRV","","ALL","2003","31.32"
"TJK","","ALL","1983","57.56"
"HRV","","ALL","1993","47.69"
"ROU","","ALL","1998","114.47"
"HRV","","ALL","1998","47.05"
"NLD","","ALL","2004","8.08"
"ARM","","ALL","1984","24.2"
"BLR","","ALL","2013","47.22"
"","WHO_EURO","ALL","2016","27.76"
"","SEEHN","ALL","2008","61.42"
"ARM","","ALL","1992","6.38"
"","SEEHN","ALL","2009","58.69"
"KGZ","","ALL","1985","52.48"
"HRV","","ALL","2007","21.44"
"CHE","","ALL","2006","6.32"
"HRV","","ALL","1999","38.76"
"HUN","","ALL","2016","7.5"
"NLD","","ALL","2000","7.81"
"CHE","","ALL","2004","7.46"
"CHE","","ALL","2001","7.6"
"HRV","","ALL","2006","23.18"
"BGR","","ALL","1988","26.58"
"HRV","","ALL","2000","37.2"
"POL","","ALL","2012","18.53"
"KGZ","","ALL","1981","56.57"
"NLD","","ALL","1998","8.54"
"UKR","","ALL","1999","66.22"
"BEL","","ALL","2009","8.5"

"Последнее обновление","2019.08.14 07:31:22 GMT"
"Описание","Заболеваемость туберкулезом, на 100000 населения"
"Ссылка","https://dw.euro.who.int/api/v3/measures/HFA_305?lang=Ru"

"Авторские права"
"© Европейское региональное бюро ВОЗ, 2019 г. Все права защищены.","http://www.euro.who.int/ru/home/copyright-notice"
